,CONSUMPTION,AVG_PRICE
2012-01-01,0.0,0.0
2012-01-02,22.931185740601112,2.0
2012-01-03,39.75123455572084,2.0
2012-01-04,44.67813320884984,2.0
2012-01-05,66.32845821190953,2.0
2012-01-06,66.58225128169582,2.0
2012-01-07,76.8032678394643,2.0
2012-01-08,76.95952962723908,2.0
2012-01-09,86.39185458382896,2.0
2012-01-10,91.98800259559408,2.0
2012-01-11,99.11981868246109,2.0
2012-01-12,108.157922319687,2.0
2012-01-13,113.7227531896501,2.0
2012-01-14,117.86486542833977,2.0
2012-01-15,140.06492063320314,2.0
2012-01-16,141.04838094028472,2.0
2012-01-17,147.2002047266852,2.0
2012-01-18,148.35260394555425,2.0
2012-01-19,154.66168027716336,2.0
2012-01-20,156.68283763835979,2.0
2012-01-21,161.71134153012395,2.0
2012-01-22,162.0087686059633,2.0
2012-01-23,171.93698810454765,2.0
2012-01-24,172.21328393606206,2.0
2012-01-25,173.56842534602683,2.0
2012-01-26,174.76524296774306,2.0
2012-01-27,177.1333965265917,2.0
2012-01-28,177.16595266964683,2.0
2012-01-29,195.94806547565733,2.0
2012-01-30,202.52614093664232,2.0
2012-01-31,202.97618980043262,2.0
2012-02-01,213.1035701930964,2.0
2012-02-02,227.53677786414102,2.0
2012-02-03,236.48862332920083,2.0
2012-02-04,237.96734660523603,2.0
2012-02-05,248.08380888834637,2.0
2012-02-06,259.91174480761424,2.0
2012-02-07,266.2651735653422,2.0
2012-02-08,266.47384422053256,2.0
2012-02-09,268.81818401778537,2.0
2012-02-10,269.93865845369334,2.0
2012-02-11,275.06695654898795,2.0
2012-02-12,293.36014675575825,2.0
2012-02-13,293.5404698021077,2.0
2012-02-14,301.88277885724295,2.0
2012-02-15,309.3002665168061,2.0
2012-02-16,312.8669732290553,2.0
2012-02-17,315.9658126428457,2.0
2012-02-18,326.57082712134684,2.0
2012-02-19,326.5737387446568,2.0
2012-02-20,335.42791723772297,2.0
2012-02-21,345.5706961868317,2.0
2012-02-22,391.9910990643583,2.0
2012-02-23,392.53596406677013,2.0
2012-02-24,395.866638145901,2.0
2012-02-25,401.35555096988327,2.0
2012-02-26,401.72970076986286,2.0
2012-02-27,419.50684241358516,2.0
2012-02-28,420.4012693695026,2.0
2012-02-29,436.14575375330764,2.0
2012-03-01,440.7391287272523,2.0
2012-03-02,477.12834686782605,2.0
2012-03-03,480.79410985675054,2.0
2012-03-04,485.1245833224326,2.0
2012-03-05,486.39089921533156,2.0
2012-03-06,491.70707870777704,2.0
2012-03-07,496.41874325508815,2.0
2012-03-08,497.1333032661406,2.0
2012-03-09,504.46903255935365,2.0
2012-03-10,509.85512741192423,2.0
2012-03-11,510.73652765964397,2.0
2012-03-12,512.8694752374961,2.0
