,CONSUMPTION,AVG_PRICE
2019-01-01,0.0,0.0
2019-01-02,9.766812189644703,2.0
2019-01-03,11.779827103872552,2.0
2019-01-04,21.6261722330551,2.0
2019-01-05,27.630391414804777,2.0
2019-01-06,28.13075505649584,2.0
2019-01-07,28.572483722362637,2.0
2019-01-08,28.863263871671798,2.0
2019-01-09,30.066125200448646,2.0
2019-01-10,49.7069086347909,2.0
2019-01-11,50.9999634912188,2.0
2019-01-12,55.85377258209263,2.0
2019-01-13,58.284631782070505,2.0
2019-01-14,59.77973602105001,2.0
2019-01-15,65.32775795049572,2.0
2019-01-16,68.02043103740951,2.0
2019-01-17,78.91360439559762,2.0
2019-01-18,81.07156326122553,2.0
2019-01-19,81.45435170724205,2.0
2019-01-20,91.50575257677605,2.0
2019-01-21,97.31016234158412,2.0
2019-01-22,102.05311829705089,2.0
2019-01-23,113.43729866200216,2.0
2019-01-24,115.53197688600031,2.0
2019-01-25,122.9658409418213,2.0
2019-01-26,131.521804645176,2.0
2019-01-27,133.26679130455014,2.0
2019-01-28,148.19305564783465,2.0
2019-01-29,154.814385521164,2.0
2019-01-30,160.0345810541557,2.0
2019-01-31,184.82980535574106,2.0
2019-02-01,205.49515497217828,2.0
2019-02-02,211.38313403941154,2.0
2019-02-03,213.1263212508424,2.0
2019-02-04,218.3863577596817,2.0
2019-02-05,225.18538833287673,2.0
2019-02-06,231.33807900359446,2.0
2019-02-07,235.95915560296672,2.0
2019-02-08,243.71098061135433,2.0
2019-02-09,246.65897575693083,2.0
2019-02-10,248.0472120869429,2.0
2019-02-11,254.32646822199038,2.0
2019-02-12,258.9092289904011,2.0
2019-02-13,268.2920858975856,2.0
2019-02-14,275.9952328670307,2.0
2019-02-15,277.35132975712924,2.0
2019-02-16,279.44888275537346,2.0
2019-02-17,286.8983834556078,2.0
2019-02-18,316.06239949153655,2.0
2019-02-19,320.99946376910185,2.0
2019-02-20,335.5587292443893,2.0
2019-02-21,340.16992700069073,2.0
2019-02-22,346.48137048470085,2.0
2019-02-23,381.66088517608296,2.0
2019-02-24,393.6872000080685,2.0
2019-02-25,397.42702808675995,2.0
2019-02-26,417.22302585159827,2.0
2019-02-27,418.45728755884255,2.0
2019-02-28,424.3960614786112,2.0
2019-03-01,441.847518954097,2.0
2019-03-02,453.64731800177276,2.0
2019-03-03,459.9903877236931,2.0
2019-03-04,473.043283584643,2.0
2019-03-05,496.5357268200835,2.0
2019-03-06,514.1577660663964,2.0
2019-03-07,529.3902843483844,2.0
2019-03-08,530.8377883362521,2.0
2019-03-09,534.0373907899544,2.0
2019-03-10,539.8982368906445,2.0
2019-03-11,541.852331346825,2.0
2019-03-12,558.5604957136807,2.0
2019-03-13,570.5560850920975,2.0
2019-03-14,584.5512635537876,2.0
2019-03-15,587.4200736769762,2.0
2019-03-16,589.9886407488024,2.0
2019-03-17,610.5180464623819,2.0
2019-03-18,611.6369681982198,2.0
2019-03-19,615.6094033932312,2.0
2019-03-20,629.7821867300025,2.0
2019-03-21,629.9111307225412,2.0
2019-03-22,630.0861070709504,2.0
2019-03-23,644.130045738658,2.0
2019-03-24,646.2624292015663,2.0
2019-03-25,648.3620041475435,2.0
2019-03-26,678.3273165263521,2.0
2019-03-27,686.7444558048301,2.0
2019-03-28,687.358470780759,2.0
2019-03-29,705.5519882612235,2.0
2019-03-30,714.4278051962657,2.0
2019-03-31,726.209318215825,2.0
2019-04-01,728.224422765151,2.0
2019-04-02,739.8280764317221,2.0
2019-04-03,744.1581511841745,2.0
2019-04-04,755.4071045659018,2.0
2019-04-05,762.5883852547933,2.0
2019-04-06,768.9012181335171,2.0
2019-04-07,776.8726801823734,2.0
2019-04-08,787.3414191943198,2.0
2019-04-09,794.2533712340842,2.0
2019-04-10,801.5317858192852,2.0
2019-04-11,805.2550769986959,2.0
2019-04-12,810.2653829784156,2.0
2019-04-13,813.2209945181346,2.0
2019-04-14,819.2901061023399,2.0
2019-04-15,835.7650551682141,2.0
2019-04-16,838.9609684892758,2.0
2019-04-17,844.1146365662185,2.0
2019-04-18,861.9014947157899,2.0
2019-04-19,867.9612455618928,2.0
2019-04-20,870.2507699495363,2.0
2019-04-21,874.8865808797829,2.0
2019-04-22,875.1142675288652,2.0
2019-04-23,876.1193943082858,2.0
2019-04-24,878.4052003310693,2.0
2019-04-25,890.7575214040472,2.0
2019-04-26,897.240483537314,2.0
2019-04-27,907.7201416379296,2.0
2019-04-28,908.9376140641275,2.0
2019-04-29,927.6273590331142,2.0
2019-04-30,928.155369502991,2.0
2019-05-01,950.4862019101816,2.0
2019-05-02,957.6658025316781,2.0
2019-05-03,963.0512876895756,2.0
2019-05-04,968.0248220936951,2.0
2019-05-05,969.3524459157671,2.0
2019-05-06,971.8492075788884,2.0
2019-05-07,984.9923008421157,2.0
2019-05-08,990.0857779392605,2.0
2019-05-09,1012.9601615391878,2.0
2019-05-10,1015.8738393065563,2.0
2019-05-11,1048.7589861884194,2.0
2019-05-12,1050.2658864420644,2.0
2019-05-13,1079.535644608814,2.0
2019-05-14,1079.8711640494168,2.0
2019-05-15,1089.0891815598013,2.0
2019-05-16,1098.2362182268707,2.0
2019-05-17,1103.4865083146217,2.0
2019-05-18,1140.4397580477232,2.0
2019-05-19,1143.2747850676824,2.0
2019-05-20,1175.8987222133358,2.0
2019-05-21,1190.8524115202592,2.0
2019-05-22,1195.505876336229,2.0
2019-05-23,1198.3223914337755,2.0
2019-05-24,1206.6678483321323,2.0
2019-05-25,1217.292556138507,2.0
2019-05-26,1220.832494100048,2.0
2019-05-27,1229.781035928888,2.0
2019-05-28,1242.0987094197583,2.0
2019-05-29,1247.503617965801,2.0
2019-05-30,1252.1049060527314,2.0
2019-05-31,1263.6868074586632,2.0
2019-06-01,1267.9901596448037,2.0
2019-06-02,1289.0235256742694,2.0
2019-06-03,1290.5173169098484,2.0
2019-06-04,1295.2391951496013,2.0
2019-06-05,1315.3753698673859,2.0
2019-06-06,1316.8573069419856,2.0
2019-06-07,1326.7594747051492,2.0
2019-06-08,1330.4518541270356,2.0
2019-06-09,1362.5987484348716,2.0
2019-06-10,1369.1947545830292,2.0
2019-06-11,1370.4527923603464,2.0
2019-06-12,1381.6339286538832,2.0
2019-06-13,1385.833416224544,2.0
2019-06-14,1385.8517491785367,2.0
2019-06-15,1387.3811912391252,2.0
2019-06-16,1390.9293513009525,2.0
2019-06-17,1395.373557344279,2.0
2019-06-18,1396.028673491025,2.0
2019-06-19,1401.1131634071098,2.0
2019-06-20,1427.7301946259436,2.832854025899765
2019-06-21,1435.2236433563642,3.0
2019-06-22,1445.9569728076651,3.0
2019-06-23,1461.9162604114058,3.0
2019-06-24,1464.300206758682,3.0
2019-06-25,1472.451716540467,3.0
2019-06-26,1481.2975246964006,3.0
2019-06-27,1482.1542770945457,3.0
2019-06-28,1498.6753636707538,3.0
2019-06-29,1499.4906960020212,3.0
2019-06-30,1513.3592381770804,3.0
2019-07-01,1519.9784232593802,3.0
2019-07-02,1525.309994115613,3.0
2019-07-03,1526.7739334512478,3.0
2019-07-04,1529.4026032624997,3.0
2019-07-05,1540.7503128709586,3.0
2019-07-06,1542.725436529421,3.0
2019-07-07,1566.7196694187141,3.0
2019-07-08,1582.4830792173248,3.0
2019-07-09,1586.9031921285814,3.0
2019-07-10,1606.1422295002833,3.0
2019-07-11,1611.7468334115617,3.0
2019-07-12,1613.5279580814035,3.0
2019-07-13,1621.7030227339412,3.0
2019-07-14,1625.1577159711615,3.0
2019-07-15,1625.341895009941,3.0
2019-07-16,1625.5112542254674,3.0
2019-07-17,1625.930680459804,3.0
2019-07-18,1632.5605845874877,3.0
