,CONSUMPTION,AVG_PRICE
2010-01-01,0.0,0.0
2010-01-02,0.44728538390370637,2.0
2010-01-03,14.339777131036538,2.0
2010-01-04,17.388527400322335,2.0
2010-01-05,28.37235048803003,2.0
2010-01-06,42.23912825120573,2.0
2010-01-07,51.68322399163534,2.0
2010-01-08,62.138573396170514,2.0
2010-01-09,72.21896477763302,2.0
2010-01-10,73.96403256141984,2.0
2010-01-11,95.22515545954288,2.0
2010-01-12,105.28728261840303,2.0
2010-01-13,109.5509688716877,2.0
2010-01-14,124.62887835813683,2.0
2010-01-15,165.1346943026829,2.0
2010-01-16,186.509623152584,2.0
2010-01-17,187.51208414180746,2.0
2010-01-18,191.20153411210202,2.0
2010-01-19,194.6901974533866,2.0
2010-01-20,202.8597918513388,2.0
2010-01-21,206.3840679101848,2.0
2010-01-22,222.30560562324828,2.0
2010-01-23,226.4888394853558,2.0
2010-01-24,232.5682269350415,2.0
2010-01-25,236.31021851156785,2.0
2010-01-26,241.18880551972126,2.0
2010-01-27,248.2357858178206,2.0
2010-01-28,259.4295112411829,2.0
2010-01-29,263.10617728084617,2.0
2010-01-30,275.53339187101346,2.0
2010-01-31,291.7552697791934,2.0
2010-02-01,294.49304367670794,2.0
2010-02-02,301.0329453040476,2.0
2010-02-03,302.25621579421795,2.0
2010-02-04,304.5281545228072,2.0
2010-02-05,313.33768523997384,2.0
2010-02-06,316.32136637594857,2.0
2010-02-07,326.88114328432295,2.0
2010-02-08,328.714382224398,2.0
2010-02-09,333.34819832265526,2.0
2010-02-10,350.5639373694011,2.0
2010-02-11,358.02483197427557,2.0
2010-02-12,377.5632573707901,2.0
2010-02-13,380.31499732332816,2.0
2010-02-14,380.5424324213685,2.0
2010-02-15,396.9092272938532,2.0
2010-02-16,401.0205356424157,2.0
2010-02-17,416.1386968566886,2.0
2010-02-18,440.9504188502985,2.0
2010-02-19,445.3895275359163,2.0
2010-02-20,445.7580754867975,2.0
2010-02-21,453.8557693932608,2.0
2010-02-22,459.7295820943492,2.0
2010-02-23,463.458414080769,2.0
2010-02-24,465.82901526638193,2.0
2010-02-25,471.32434216260015,2.0
2010-02-26,482.0757123946405,2.0
2010-02-27,483.2811658834549,2.0
2010-02-28,484.3925857447877,2.0
2010-03-01,484.40450326929266,2.0
2010-03-02,486.30599803793285,2.0
2010-03-03,502.1937575118421,2.0
2010-03-04,505.71706583085745,2.0
2010-03-05,527.110172088148,2.0
2010-03-06,528.5375571366258,2.0
2010-03-07,533.5922632130732,2.0
2010-03-08,533.659423080345,2.0
2010-03-09,535.4003596319369,2.0
2010-03-10,542.7581534837306,2.0
2010-03-11,545.9249261653883,2.0
2010-03-12,548.939647456882,2.0
2010-03-13,560.6569899431972,2.0
2010-03-14,565.5819764521207,2.0
