,CONSUMPTION,AVG_PRICE
2014-01-01,0.0,0.0
2014-01-02,3.7556430579995865,2.0
2014-01-03,9.774533794902794,2.0
2014-01-04,16.910878892131223,2.0
2014-01-05,36.90833433501312,2.0
2014-01-06,44.319672076323656,2.0
2014-01-07,48.09723898182329,2.0
2014-01-08,49.42627946442955,2.0
2014-01-09,52.03166125779132,2.0
2014-01-10,60.13045556608581,2.0
2014-01-11,62.693519450335366,2.0
2014-01-12,64.88646020509591,2.0
2014-01-13,88.64854716840922,2.0
2014-01-14,115.68511179506753,2.0
2014-01-15,118.59572338637751,2.0
2014-01-16,121.42765139765697,2.0
2014-01-17,142.33544179111428,2.0
2014-01-18,150.68543991115143,2.0
2014-01-19,156.60828287123445,2.0
2014-01-20,162.45009074126196,2.0
2014-01-21,165.29198422624148,2.0
2014-01-22,177.0224167149174,2.0
2014-01-23,177.28732771993603,2.0
2014-01-24,183.71362521649465,2.0
2014-01-25,188.20404003948826,2.0
2014-01-26,199.9964919992465,2.0
2014-01-27,213.39787414342308,2.0
2014-01-28,237.78109476876506,2.0
2014-01-29,242.31685475388161,2.0
2014-01-30,248.34509382450443,2.0
2014-01-31,259.115523319849,2.0
2014-02-01,260.803744709001,2.0
2014-02-02,272.19699646136485,2.0
2014-02-03,274.8472516924832,2.0
2014-02-04,307.40429378193744,2.0
2014-02-05,314.673706991338,2.0
2014-02-06,315.1192941229219,2.0
2014-02-07,315.52435907140267,2.0
2014-02-08,316.1180814311103,2.0
2014-02-09,318.0342383049286,2.0
2014-02-10,352.08686952111634,2.0
2014-02-11,371.6923121747242,2.0
2014-02-12,376.47629071584817,2.0
2014-02-13,379.17382356352886,2.0
2014-02-14,388.6153156803072,2.0
2014-02-15,392.43565476473356,2.0
2014-02-16,398.68254589216843,2.0
2014-02-17,434.9356642868886,2.0
2014-02-18,437.2341589474421,2.0
2014-02-19,439.7387549485402,2.0
2014-02-20,461.27887962950416,2.0
2014-02-21,464.31804979398004,2.0
2014-02-22,464.88991298773533,2.0
2014-02-23,469.08559846768236,2.0
2014-02-24,475.39359670514443,2.0
2014-02-25,484.98968961608625,2.0
2014-02-26,493.0457006834906,2.0
2014-02-27,506.81586867766606,2.0
2014-02-28,521.9024059094697,2.0
2014-03-01,527.2728435534804,2.0
2014-03-02,534.6178335604816,2.0
2014-03-03,534.9332673532394,2.0
2014-03-04,536.9767162196554,2.0
2014-03-05,542.4938835942858,2.0
2014-03-06,545.9779041092686,2.0
2014-03-07,571.5976162196198,2.0
2014-03-08,575.6913311956282,2.0
2014-03-09,582.9122147057008,2.0
2014-03-10,598.9342556118999,2.0
2014-03-11,599.6805344912093,2.0
2014-03-12,613.4326654885434,2.0
2014-03-13,619.3492297532956,2.0
2014-03-14,623.1244047791545,2.0
2014-03-15,627.961772614377,2.0
2014-03-16,631.116419415503,2.0
2014-03-17,640.3503784455754,2.0
2014-03-18,649.6352649109907,2.0
2014-03-19,652.1436588461738,2.0
2014-03-20,690.7959280513974,2.0
2014-03-21,694.110555064597,2.0
2014-03-22,702.8243111329994,2.0
2014-03-23,737.039262956502,2.0
2014-03-24,740.641222981431,2.0
2014-03-25,761.3119885926956,2.0
2014-03-26,767.1999867835112,2.0
2014-03-27,780.4882648325678,2.0
2014-03-28,782.9503056764486,2.0
2014-03-29,784.8226285117556,2.0
2014-03-30,789.8990798585133,2.0
2014-03-31,795.6968674742902,2.0
2014-04-01,813.2626133558975,2.0
2014-04-02,815.1188731437592,2.0
2014-04-03,827.2721787715878,2.0
2014-04-04,863.2180181457553,2.0
2014-04-05,866.4011544303902,2.0
2014-04-06,869.2168594937845,2.0
2014-04-07,874.5678353055519,2.0
2014-04-08,883.4157631357666,2.0
2014-04-09,884.5908043762364,2.0
2014-04-10,916.94779771975,2.0
2014-04-11,922.6811702246108,2.0
2014-04-12,931.2873055225161,2.0
2014-04-13,935.5865720425027,2.0
2014-04-14,970.26663021949,2.0
2014-04-15,970.7046176638574,2.0
2014-04-16,974.6618243945595,2.0
